Letter,Table_Name,PK_Column_Count,Status,Error,Processing_Time
A,ADJUDICATION_BENEFITS,3,Success,,1.727303
A,ADMISSION_COMMENTS,2,Success,,1.271138
A,ADM_EXPECT_DATES,2,Success,,1.280107
A,ADM_PATT_INFO,1,Success,,1.09264
A,ADP_INFO,1,Success,,1.11647
A,ADRENAL_GLAND_BIOP,1,Success,,5.119733
A,ADT_DISCON_ERROR_MESSAGES,1,Success,,1.058675
A,ADT_ORDERS_ERROR_MESSAGES,1,Success,,1.074097
A,ADT_ORDER_INFORMATION,1,Success,,2.219362
A,ADT_SPLIT_ACCT_INTERP_HX,3,Success,,2.030668
A,ADVERSE_EVENT_ACT_TAKEN,1,Success,,1.17282
A,ADVERSE_EVENT_GRADE,1,Success,,1.142272
A,ADVERSE_EVENT_HISTORY,2,Success,,1.831226
A,ADVERSE_EVENT_INFO,3,Success,,1.663745
A,ADVERSE_EVENT_MED_ATTR,1,Success,,1.138471
A,ADVERSE_EVENT_OUTCOMES,1,Success,,1.073366
A,ADVERSE_EVENT_REVIEW_INFO,2,Success,,1.220747
A,ADVICE_BASIC,0,No Data,,1.111192
A,ADVICE_TEXT,0,No Data,,1.087975
A,ADV_ACTIVITY_DATA,1,Success,,1.14389
A,ADV_EVT_ACTIONS_TAKEN_HX,1,Success,,1.163631
A,ADV_EVT_GRADE_HISTORY,1,Success,,1.170899
A,ADV_EVT_GRADE_START_HX,1,Success,,1.09779
A,ADV_EVT_MED_ATTR_HISTORY,1,Success,,1.221404
A,ADV_EVT_MED_HISTORY,1,Success,,1.094896
A,ADV_EVT_OUTCOME_HISTORY,1,Success,,1.232265
A,ADV_EVT_PROC_ATTR,1,Success,,1.155424
A,ADV_EVT_PROC_ATTR_HISTORY,1,Success,,1.14821
A,ADV_EVT_PROC_HISTORY,1,Success,,1.202574
A,ADV_EVT_SUPPLY_ATTR,2,Success,,1.275551
A,ADV_EVT_SUPPLY_ATTR_HX,1,Success,,1.244197
A,ADV_EVT_SUPPLY_HISTORY,2,Success,,1.211052
A,AGENT_STATE_LICENSE_NUMS,0,No Data,,1.150023
A,AI_INTRCT_CONTACT_INFO,2,Success,,1.263203
A,AI_INTRCT_DOCS,2,Success,,1.104628
A,AI_INTRCT_INFO,5,Success,,1.312076
A,AI_INTRCT_OBSERVATION,1,Success,,1.16234
A,AI_INTRCT_REASON,1,Success,,1.205833
A,ALERT,6,Success,,1.951593
A,ALERT_ACTION,2,Success,,1.150655
A,ALERT_ACTION_DB_KEY,1,Success,,1.178422
A,ALERT_ACTION_DB_VAL,1,Success,,1.211031
A,ALERT_CRITERIA,2,Success,,1.204868
A,ALERT_CRITERIA_DB_KEY,1,Success,,1.183828
A,ALERT_CRITERIA_DB_VAL,1,Success,,1.185798
A,ALERT_GENOMIC_INDICATORS,2,Success,,1.249311
A,ALERT_SPECIMEN_ID,2,Success,,1.040993
A,ALLERGY,3,Success,,1.939201
A,ALLERGY_FLAG,2,Success,,1.256229
A,ALLERGY_REACTIONS,1,Success,,1.075468
A,ALLOWED_TLH_MODES_LIST,3,Success,,1.161696
A,ALL_EPISODE_CSN_LINKS,3,Success,,1.123795
A,ALTERNATIVES,1,Success,,1.120524
A,ALTERNATIVE_MEDS,5,Success,,7.942993
A,ALTERNATIVE_PROCS,5,Success,,2.750051
A,ALT_ALLERGY_REACT,2,Success,,1.296538
A,ALT_BILL_ADDR,1,Success,,1.110773
A,ALT_BPA_CHAIN_ID,2,Success,,1.253065
A,ALT_CLINIC_EFFECT,2,Success,,1.326662
A,ALT_DRUG_DOSE_RSN,2,Success,,1.427994
A,ALT_DRUG_DOSE_SIM_ORD,1,Success,,1.241641
A,ALT_DUPLICATE_LDA_CONTENT,2,Success,,1.260896
A,ALT_DUPLICATE_LDA_INFO,2,Success,,1.123827
A,ALT_DUP_SH_PROC,2,Success,,1.206398
A,ALT_HISTORY,8,Success,,3.470664
A,ALT_HISTORY_2,5,Success,,2.698562
A,ALT_HISTORY_3,2,Success,,1.325257
A,ALT_ORDINFO,3,Success,,1.696293
A,ALT_ORD_PROV_ADDR,2,Success,,1.191006
A,ALT_ORD_PROV_CMTS,2,Success,,1.168469
A,ALT_ORD_PROV_MEDLC,2,Success,,1.271451
A,ALT_ORD_PROV_SINGL,3,Success,,1.716513
A,ALT_ORD_VALID_SOURCES,2,Success,,1.20202
A,ALT_PRC_DIAGNOSES,1,Success,,1.144012
A,ALT_PYR_SVC_TYP_C,1,Success,,1.052917
A,AMBU_DROP_ADDR,1,Success,,1.026723
A,AMBU_PICK_ADDR,1,Success,,1.116037
A,AMB_COND_CD,1,Success,,1.102078
A,AMB_YN_COND_CD,1,Success,,1.043762
A,AMPULLA_OF_VATER,1,Success,,5.399051
A,ANATOMY_NOADD,2,Success,,1.227318
A,ANCILLARY_STUDIES,1,Success,,1.13614
A,ANESTH_SUP_PROC,1,Success,,1.285939
A,ANTICOAG_AUDIT,4,Success,,1.609779
A,ANTICOAG_ENC_PAUSE_DATES,3,Success,,1.264435
A,ANTICOAG_SELF_REGULATING,1,Success,,1.035693
A,ANTICOAG_TABS,1,Success,,1.112591
A,ANTICOAG_TRTMNT_DX,1,Success,,1.191043
A,ANUS_ABDOMIN_RESEC,1,Success,,5.015334
A,ANUS_EXCISION_BIOP,1,Success,,4.203636
A,AN_DELETION_AUDIT,2,Success,,1.327366
A,AN_HGM_RECORD_INFO,1,Success,,1.045529
A,AN_HSB_CONTEXTS,2,Success,,1.317827
A,AN_HSB_LINK_AUDIT,2,Success,,1.431942
A,AN_HSB_LINK_INFO,4,Success,,2.331204
A,AN_HSB_LINK_PROCS,1,Success,,1.05
A,AN_HSB_SIGNOFF,2,Success,,1.323586
A,AN_IO_MARK_AS_FINAL,2,Success,,1.248563
A,AN_PAT_MU_PROV,2,Success,,1.260793
A,AN_RELINK_INFO,3,Success,,1.235142
A,AN_STAFF,2,Success,,1.608451
A,AN_STAFF_AUDIT,2,Success,,1.448569
A,AN_WS_LINK_AUDIT,1,Success,,1.14407
A,APB_BANK,1,Success,,1.03776
A,APPEAL_GRV,19,Success,,7.510522
A,APPEAL_GRV_2,2,Success,,2.08906
A,APPEAL_GRV_APPEAL_REASONS,1,Success,,1.067209
A,APPEAL_GRV_AUDIT_TRAIL,2,Success,,1.139719
A,APPEAL_GRV_LATE_FILE_RSNS,1,Success,,1.134203
A,APPEAL_GRV_LETTER,10,Success,,3.411204
A,APPEAL_GRV_LETTER_ADDRESS,1,Success,,1.07599
A,APPEAL_GRV_LETTER_GEN_HX,4,Success,,1.546545
A,APPEAL_GRV_MAX_EXTENSION,1,Success,,1.225953
A,APPEAL_GRV_NOTIF_TAT,3,Success,,1.772466
A,APPEAL_GRV_OUTCOMES,1,Success,,1.09803
A,APPEAL_GRV_REC_STAT_HX,3,Success,,1.343866
A,APPEAL_GRV_REQ_ATTACHMENT,1,Success,,2.853866
A,APPEAL_GRV_ROOT_CAUSES,1,Success,,1.134481
A,APPEAL_GRV_TAT_MILESTONES,1,Success,,1.227671
A,APPEAL_INST_TXT,1,Success,,1.136681
A,APPENDIX_RESECTION,1,Success,,5.015496
A,APPT_CSN_COUNTS,1,Success,,1.199123
A,APPT_LETTER_RECIPIENTS,3,Success,,1.379417
A,APPT_REQUEST,4,Success,,1.568216
A,APPT_SELF_CHECKIN_INFO,1,Success,,1.129607
A,APPT_TKT_ID,2,Success,,1.065082
A,APP_RECEIPT_STATUS_AUDIT,2,Success,,1.272823
A,APS_PAYOR_SHEET,1,Success,,1.038689
A,AP_CASE_TYPES,0,No Data,,0.981481
A,AP_CHECK_ACCT,1,Success,,1.070725
A,AP_CLAIM,19,Success,,7.739947
A,AP_CLAIMS_BUNDLE_LEDGER,2,Success,,1.423348
A,AP_CLAIM_2,8,Success,,4.668601
A,AP_CLAIM_3,14,Success,,4.693493
A,AP_CLAIM_4,1,Success,,1.394043
A,AP_CLAIM_ADDL_ADJ,1,Success,,1.184374
A,AP_CLAIM_ANSI_DATA,1,Success,,2.324972
A,AP_CLAIM_ATTACHMENTS,1,Success,,1.090479
A,AP_CLAIM_AUTH_ASGN,2,Success,,1.353957
A,AP_CLAIM_AUTH_ASGN_AUTHS,2,Success,,1.101712
A,AP_CLAIM_AUTH_ASGN_RFLS,2,Success,,1.128252
A,AP_CLAIM_CDEDIT_HX,3,Success,,1.493321
A,AP_CLAIM_CHANGE_HX,3,Success,,1.781328
A,AP_CLAIM_CLIN_FILTER_RSN,1,Success,,1.200244
A,AP_CLAIM_COMP_CONTRACTS,2,Success,,1.268611
A,AP_CLAIM_COND_CODE,1,Success,,1.117754
A,AP_CLAIM_DX,1,Success,,1.413582
A,AP_CLAIM_ECODES,1,Success,,1.180587
A,AP_CLAIM_EOB_CD,2,Success,,1.266669
A,AP_CLAIM_EOB_CD_RS,3,Success,,1.679587
A,AP_CLAIM_EXPORT_HISTORY,3,Success,,1.439312
A,AP_CLAIM_HELD_FROM_AP_RSN,1,Success,,1.073882
A,AP_CLAIM_HLTH_ERR,1,Success,,1.177019
A,AP_CLAIM_ICD_PROC,2,Success,,1.233835
A,AP_CLAIM_ICIV_RSN,1,Success,,1.19746
A,AP_CLAIM_IF_ACE_DX_DISP,1,Success,,1.108557
A,AP_CLAIM_IF_ACE_DX_ERR,1,Success,,1.094206
A,AP_CLAIM_IF_ACE_DX_NERR,1,Success,,1.09441
A,AP_CLAIM_IF_ACE_OP_MAI,1,Success,,1.154438
A,AP_CLAIM_IF_ADMIT_DX_EDIT,1,Success,,1.118019
A,AP_CLAIM_IF_ADM_DX_ECODE,1,Success,,1.106787
A,AP_CLAIM_IF_AE_CCI_CD,1,Success,,1.087773
A,AP_CLAIM_IF_AE_CCI_CNT,1,Success,,1.141132
A,AP_CLAIM_IF_AE_ERR_CD,1,Success,,1.264561
A,AP_CLAIM_IF_AE_FCLP,1,Success,,1.103324
A,AP_CLAIM_IF_AE_FPC,1,Success,,1.087642
A,AP_CLAIM_IF_AE_MOD_CD,1,Success,,1.137164
A,AP_CLAIM_IF_AE_OCE_CD,1,Success,,1.136638
A,AP_CLAIM_IF_AE_OCE_CNT,1,Success,,1.084442
A,AP_CLAIM_IF_AE_OCE_IND,1,Success,,1.088822
A,AP_CLAIM_IF_AE_SCLP,1,Success,,1.148393
A,AP_CLAIM_IF_AE_SPC,1,Success,,1.094956
A,AP_CLAIM_IF_AGE_EDIT_IND,1,Success,,1.395658
A,AP_CLAIM_IF_AGE_SX_DX_FLG,1,Success,,1.124218
A,AP_CLAIM_IF_ANALYZER,1,Success,,1.530769
A,AP_CLAIM_IF_BILAT_CD_IND,1,Success,,1.079923
A,AP_CLAIM_IF_BILTRL_DISCNT,1,Success,,1.235669
A,AP_CLAIM_IF_CC_MCC_IND,1,Success,,1.111178
A,AP_CLAIM_IF_CLAIM_EDIT,1,Success,,1.082517
A,AP_CLAIM_IF_CLM_EDIT_DESC,2,Success,,1.153333
A,AP_CLAIM_IF_CLSD_BPSY_CD,1,Success,,1.121226
A,AP_CLAIM_IF_CODES,2,Success,,1.402951
A,AP_CLAIM_IF_DIAL_ADJ_RATE,1,Success,,1.148982
A,AP_CLAIM_IF_DUP_DX_FLAG,1,Success,,1.230208
A,AP_CLAIM_IF_DUP_SEC_DX,1,Success,,1.185057
A,AP_CLAIM_IF_DX_ADMIT_ROM,1,Success,,1.14618
A,AP_CLAIM_IF_DX_ADMIT_SOI,1,Success,,1.139456
A,AP_CLAIM_IF_DX_AF_DRG_FLG,1,Success,,1.075902
A,AP_CLAIM_IF_DX_AF_HAC_DRG,1,Success,,1.075468
A,AP_CLAIM_IF_DX_AF_HAC_ROM,1,Success,,1.065937
A,AP_CLAIM_IF_DX_AF_HAC_SOI,1,Success,,1.1459
A,AP_CLAIM_IF_DX_COMP_IND,1,Success,,1.133045
A,AP_CLAIM_IF_DX_EDIT,1,Success,,1.536837
A,AP_CLAIM_IF_DX_EDIT_DESC,2,Success,,1.144315
A,AP_CLAIM_IF_DX_EXCL_HAC,1,Success,,1.119198
A,AP_CLAIM_IF_DX_HAC_AJ_ROM,1,Success,,1.080786
A,AP_CLAIM_IF_DX_HAC_AJ_SOI,1,Success,,1.197971
A,AP_CLAIM_IF_DX_HAC_ASGN,1,Success,,1.110024
A,AP_CLAIM_IF_DX_HAC_CAT,1,Success,,1.559707
A,AP_CLAIM_IF_DX_HAC_IND,1,Success,,1.111193
A,AP_CLAIM_IF_DX_HAC_ROM_FL,1,Success,,1.094464
A,AP_CLAIM_IF_DX_HAC_SOI_FL,1,Success,,1.179121
A,AP_CLAIM_IF_DX_HAC_USAGE,1,Success,,1.37191
A,AP_CLAIM_IF_DX_INVALID,1,Success,,1.101619
A,AP_CLAIM_IF_DX_POA_BYPASS,1,Success,,1.078189
A,AP_CLAIM_IF_DX_POA_ERR_CD,1,Success,,1.078768
A,AP_CLAIM_IF_DX_POA_USED,1,Success,,1.185809
A,AP_CLAIM_IF_DX_PSCA,1,Success,,1.114187
A,AP_CLAIM_IF_DX_SUG_SURG,1,Success,,1.178005
A,AP_CLAIM_IF_DX_USED,1,Success,,1.34648
A,AP_CLAIM_IF_DX_USED_DESC,2,Success,,1.137846
A,AP_CLAIM_IF_DX_USED_HAC,1,Success,,1.348978
A,AP_CLAIM_IF_FIN_MCC_FLAG,1,Success,,1.175092
A,AP_CLAIM_IF_GOB3_NARRAY,1,Success,,1.103973
A,AP_CLAIM_IF_GOB3_ROM,1,Success,,1.143125
A,AP_CLAIM_IF_GOB3_ROM_IND,1,Success,,1.069705
A,AP_CLAIM_IF_GOB3_SOI,1,Success,,1.06473
A,AP_CLAIM_IF_GOB3_SOI_IND,1,Success,,1.079891
A,AP_CLAIM_IF_GOB4_NARRAY,1,Success,,1.106058
A,AP_CLAIM_IF_GOB4_ROM_IND,1,Success,,1.066552
A,AP_CLAIM_IF_GOB4_SOI_IND,1,Success,,1.139514
A,AP_CLAIM_IF_GRP_APG_CAT,1,Success,,1.147004
A,AP_CLAIM_IF_GRP_APG_CONS,1,Success,,1.113295
A,AP_CLAIM_IF_GRP_APG_PACK,1,Success,,1.135449
A,AP_CLAIM_IF_GRP_APG_TYPE,1,Success,,1.141122
A,AP_CLAIM_IF_GRP_DX_HAC,2,Success,,1.317318
A,AP_CLAIM_IF_GRP_LNITM_VIS,1,Success,,1.113176
A,AP_CLAIM_IF_GRP_PX_HAC,2,Success,,1.174276
A,AP_CLAIM_IF_GRP_RFV_DXEDD,2,Success,,1.179615
A,AP_CLAIM_IF_GRP_RFV_DXEDT,2,Success,,1.141655
A,AP_CLAIM_IF_GRP_RFV_DXUSD,2,Success,,1.122139
A,AP_CLAIM_IF_GRP_RFV_DXUSE,2,Success,,1.151762
A,AP_CLAIM_IF_GRP_UNASGN_FL,1,Success,,1.086673
A,AP_CLAIM_IF_HOSP_ACQ_CNDF,1,Success,,1.182536
A,AP_CLAIM_IF_HOSP_ACQ_COND,1,Success,,1.176171
A,AP_CLAIM_IF_INFO,1,Success,,5.683101
A,AP_CLAIM_IF_INFO_2,1,Success,,5.729415
A,AP_CLAIM_IF_INFO_3,1,Success,,4.291143
A,AP_CLAIM_IF_INFO_4,2,Success,,5.605328
A,AP_CLAIM_IF_INFO_5,1,Success,,3.677394
A,AP_CLAIM_IF_INFO_MOE,1,Success,,1.576518
A,AP_CLAIM_IF_INIT_MCC_FLAG,1,Success,,1.245577
A,AP_CLAIM_IF_INVLD_PX_EDT,1,Success,,1.143936
A,AP_CLAIM_IF_LNITM_ACT_FLG,1,Success,,1.184375
A,AP_CLAIM_IF_LN_340B_DSCNT,1,Success,,1.173455
A,AP_CLAIM_IF_LN_PRVENT_SVC,1,Success,,1.232561
A,AP_CLAIM_IF_MCE_ERR_CODE,1,Success,,1.080351
A,AP_CLAIM_IF_MCE_ERR_COUNT,1,Success,,1.168455
A,AP_CLAIM_IF_MED_SEC_PYR,1,Success,,1.123107
A,AP_CLAIM_IF_MED_VIS_DXSSF,1,Success,,1.172735
A,AP_CLAIM_IF_MODALITY_FACT,1,Success,,1.132041
A,AP_CLAIM_IF_MODALTY_SEP,1,Success,,1.155532
A,AP_CLAIM_IF_MULT_PX_DSCNT,1,Success,,1.124744
A,AP_CLAIM_IF_NDC_REIMB_IND,1,Success,,1.118176
A,AP_CLAIM_IF_NDC_REIMB_SEP,1,Success,,1.114678
A,AP_CLAIM_IF_NEVER_PAY_FLG,1,Success,,1.103898
A,AP_CLAIM_IF_NONCVRD_CHGS,1,Success,,1.166771
A,AP_CLAIM_IF_NON_COVD_EDIT,1,Success,,1.09748
A,AP_CLAIM_IF_OLD_DIAL_PAY,1,Success,,1.28609
A,AP_CLAIM_IF_OLD_METHOD_SP,1,Success,,1.113446
A,AP_CLAIM_IF_ONSET_FACTOR,1,Success,,1.303607
A,AP_CLAIM_IF_ONSET_FACT_SP,1,Success,,1.123348
A,AP_CLAIM_IF_OPR_ROOM_IND,1,Success,,1.171883
A,AP_CLAIM_IF_OUT_DX,1,Success,,1.220032
A,AP_CLAIM_IF_OUT_ECODE,1,Success,,1.194083
A,AP_CLAIM_IF_OUT_ECODE_POA,1,Success,,1.061673
A,AP_CLAIM_IF_OUT_ICDPX_DT,1,Success,,1.118277
A,AP_CLAIM_IF_OUT_NDC,1,Success,,1.152267
A,AP_CLAIM_IF_OUT_NDC_UNITS,1,Success,,1.104744
A,AP_CLAIM_IF_OUT_OCC_CODE,1,Success,,1.087037
A,AP_CLAIM_IF_OUT_OCC_DATE,1,Success,,1.078236
A,AP_CLAIM_IF_OUT_OCC_SFD,1,Success,,1.109068
A,AP_CLAIM_IF_OUT_OCC_SPAN,1,Success,,1.098829
A,AP_CLAIM_IF_OUT_OCC_STD,1,Success,,1.139962
A,AP_CLAIM_IF_OUT_POA,1,Success,,1.130842
A,AP_CLAIM_IF_OUT_PX,1,Success,,1.147627
A,AP_CLAIM_IF_OUT_RFV_DX,1,Success,,1.079709
A,AP_CLAIM_IF_OUT_SUMM_CODE,1,Success,,1.110562
A,AP_CLAIM_IF_OUT_SUMM_PRC,1,Success,,1.125235
A,AP_CLAIM_IF_OUT_SUMM_SVC,1,Success,,1.077153
A,AP_CLAIM_IF_OUT_SVC_CHRGS,1,Success,,1.154746
A,AP_CLAIM_IF_OUT_SVC_DATE,1,Success,,1.102166
A,AP_CLAIM_IF_OUT_SVC_HCPCS,1,Success,,1.118031
A,AP_CLAIM_IF_OUT_SVC_MODS,1,Success,,1.460922
A,AP_CLAIM_IF_OUT_SVC_PT,1,Success,,1.127162
A,AP_CLAIM_IF_OUT_SVC_REV,1,Success,,1.148664
A,AP_CLAIM_IF_OUT_SVC_TO_DT,1,Success,,1.144114
A,AP_CLAIM_IF_OUT_SVC_UNITS,1,Success,,1.098903
A,AP_CLAIM_IF_OUT_VAL_AMT,1,Success,,1.149397
A,AP_CLAIM_IF_OUT_VAL_CODE,1,Success,,1.110532
A,AP_CLAIM_IF_PAT_RATE,1,Success,,1.134824
A,AP_CLAIM_IF_PAT_RATE_SEP,1,Success,,1.161609
A,AP_CLAIM_IF_PAYMENT_SEP,1,Success,,1.150747
A,AP_CLAIM_IF_POA_FLG_ERR,1,Success,,1.126328
A,AP_CLAIM_IF_POB2_METHOD,1,Success,,1.083976
A,AP_CLAIM_IF_PRC_ADDON_PMT,1,Success,,1.097098
A,AP_CLAIM_IF_PRC_ADJ_EXTWT,1,Success,,1.445524
A,AP_CLAIM_IF_PRC_ADJ_FLAG,1,Success,,1.11368
A,AP_CLAIM_IF_PRC_ADJ_WGHT,1,Success,,1.085807
A,AP_CLAIM_IF_PRC_AD_DX_EDT,1,Success,,1.210413
A,AP_CLAIM_IF_PRC_APG_TYPE,1,Success,,1.260179
A,AP_CLAIM_IF_PRC_ASC_CVRD,1,Success,,1.102883
A,AP_CLAIM_IF_PRC_EXT_WGHT,1,Success,,1.115113
A,AP_CLAIM_IF_PRC_PMT_CONS,1,Success,,1.222645
A,AP_CLAIM_IF_PRC_PMT_MTHD,1,Success,,1.152492
A,AP_CLAIM_IF_PRC_PMT_PACK,1,Success,,1.147406
A,AP_CLAIM_IF_PRED_OUTL_MAP,1,Success,,1.092781
A,AP_CLAIM_IF_PRIN_DX_ERRS,1,Success,,1.227046
A,AP_CLAIM_IF_PX_AFF_ROM_FL,1,Success,,1.217825
A,AP_CLAIM_IF_PX_AFF_SOI_FL,1,Success,,1.201961
A,AP_CLAIM_IF_PX_AF_DRG_FLG,1,Success,,1.098032
A,AP_CLAIM_IF_PX_AF_HAC_DRG,1,Success,,1.14391
A,AP_CLAIM_IF_PX_AF_HAC_ROM,1,Success,,1.167096
A,AP_CLAIM_IF_PX_AF_HAC_SOI,1,Success,,1.148081
A,AP_CLAIM_IF_PX_EDIT,1,Success,,1.327051
A,AP_CLAIM_IF_PX_EDIT_DESC,2,Success,,1.147227
A,AP_CLAIM_IF_PX_EXCL_GRP,1,Success,,1.113135
A,AP_CLAIM_IF_PX_HAC_ASGN,1,Success,,1.088823
A,AP_CLAIM_IF_PX_HAC_USE,1,Success,,1.396794
A,AP_CLAIM_IF_PX_INCONW_LOS,1,Success,,1.166809
A,AP_CLAIM_IF_PX_OP_RM_FLG,1,Success,,1.201017
A,AP_CLAIM_IF_PX_SEQ,1,Success,,1.202243
A,AP_CLAIM_IF_PX_USE,1,Success,,1.507459
A,AP_CLAIM_IF_PX_USED_DESC,2,Success,,1.12293
A,AP_CLAIM_IF_PX_USED_HAC,1,Success,,1.511831
A,AP_CLAIM_IF_QUAL_RED_FACT,1,Success,,1.154179
A,AP_CLAIM_IF_REPT_ANCLLRY,1,Success,,1.126794
A,AP_CLAIM_IF_SEC_DX_SEQ,1,Success,,1.077933
A,AP_CLAIM_IF_SEX_CONFL_EDT,1,Success,,1.395959
A,AP_CLAIM_IF_STNDALN_FLG,1,Success,,1.217031
A,AP_CLAIM_IF_SUPPRESS_HAC,1,Success,,1.165489
A,AP_CLAIM_IF_SVC_ACE_APC,1,Success,,1.194956
A,AP_CLAIM_IF_SVC_ACE_BMF,1,Success,,1.152546
A,AP_CLAIM_IF_SVC_ACE_CLN,1,Success,,1.179296
A,AP_CLAIM_IF_SVC_ACE_CMHCI,1,Success,,1.119555
A,AP_CLAIM_IF_SVC_ACE_DISC,1,Success,,1.126866
A,AP_CLAIM_IF_SVC_ACE_HPD,1,Success,,1.167612
A,AP_CLAIM_IF_SVC_ACE_MAXUN,1,Success,,1.115185
A,AP_CLAIM_IF_SVC_ACE_NO,1,Success,,1.130841
A,AP_CLAIM_IF_SVC_ACE_PAYUN,1,Success,,1.375027
A,AP_CLAIM_IF_SVC_ACE_PF,1,Success,,1.321766
A,AP_CLAIM_IF_SVC_ACE_PMTST,1,Success,,1.125109
A,AP_CLAIM_IF_SVC_ACE_PVI,1,Success,,1.178034
A,AP_CLAIM_IF_SVC_ACE_PXERR,1,Success,,1.128175
A,AP_CLAIM_IF_SVC_EAPG_PMT,1,Success,,1.125194
A,AP_CLAIM_IF_SVC_FIN_HCPCS,1,Success,,1.105645
A,AP_CLAIM_IF_SVC_F_EAPG,1,Success,,1.130693
A,AP_CLAIM_IF_SVC_F_EAPG_CT,1,Success,,1.106996
A,AP_CLAIM_IF_SVC_F_EAPG_TY,1,Success,,1.115976
A,AP_CLAIM_IF_SVC_F_EAPG_WT,1,Success,,1.124506
A,AP_CLAIM_IF_SVC_GOB5_APG,1,Success,,1.097557
A,AP_CLAIM_IF_SVC_GRP_ACUIT,2,Success,,1.183567
A,AP_CLAIM_IF_SVC_GRP_AGDSC,2,Success,,1.176803
A,AP_CLAIM_IF_SVC_GRP_AGEDT,2,Success,,1.154616
