Table_Name,Column_Count,Status,Error,Processing_Time
ADDL_PREP_STAFF,3,Success,,1.237734
ADDR_HX,15,Success,,2.461283
ADDR_HX_DESC,4,Success,,1.302231
ADDR_HX_STREET,4,Success,,1.351952
ADD_PATH_ENDOMET,3,Success,,1.262129
ADD_PATH_GASTRITIS,3,Success,,1.348984
ADD_PATH_PARATHYRO,3,Success,,1.259594
ADD_PATH_THYROID,3,Success,,1.339154
ADJCNT_OGN_IVLV_2,3,Success,,1.371588
ADJCNT_ORGAN_IVLV,3,Success,,1.299944
ADJUDICATION_BENEFITS,14,Success,,2.324648
ADMISSION_COMMENTS,6,Success,,1.449758
ADM_EXPECT_DATES,5,Success,,1.532149
ADM_PATT_INFO,3,Success,,1.223867
ADP_INFO,3,Success,,1.217999
ADRENAL_GLAND_BIOP,38,Success,,8.721281
ADT_DISCON_ERROR_MESSAGES,3,Success,,1.270934
ADT_ORDERS_ERROR_MESSAGES,3,Success,,1.24055
ADT_ORDER_INFORMATION,24,Success,,3.241002
ADT_SPLIT_ACCT_INTERP_HX,18,Success,,2.921245
ADVERSE_EVENT_ACT_TAKEN,3,Success,,1.379526
ADVERSE_EVENT_GRADE,4,Success,,1.437418
ADVERSE_EVENT_HISTORY,13,Success,,2.330683
ADVERSE_EVENT_INFO,12,Success,,2.322879
ADVERSE_EVENT_MED_ATTR,4,Success,,1.450036
ADVERSE_EVENT_OUTCOMES,3,Success,,1.294694
ADVERSE_EVENT_REVIEW_INFO,5,Success,,1.40297
ADVICE_BASIC,2,Success,,1.150985
ADVICE_TEXT,4,Success,,1.402581
ADV_ACTIVITY_DATA,3,Success,,1.220046
ADV_EVT_ACTIONS_TAKEN_HX,4,Success,,1.460139
ADV_EVT_GRADE_HISTORY,4,Success,,1.521941
ADV_EVT_GRADE_START_HX,4,Success,,1.341267
ADV_EVT_MED_ATTR_HISTORY,4,Success,,1.410709
ADV_EVT_MED_HISTORY,4,Success,,1.318755
ADV_EVT_OUTCOME_HISTORY,4,Success,,1.357181
ADV_EVT_PROC_ATTR,4,Success,,1.495683
ADV_EVT_PROC_ATTR_HISTORY,4,Success,,1.367512
ADV_EVT_PROC_HISTORY,4,Success,,1.335471
ADV_EVT_SUPPLY_ATTR,5,Success,,1.508061
ADV_EVT_SUPPLY_ATTR_HX,4,Success,,1.436005
ADV_EVT_SUPPLY_HISTORY,5,Success,,1.453915
AGENT_STATE_LICENSE_NUMS,5,Success,,1.431021
AI_INTRCT_CONTACT_INFO,4,Success,,1.492841
AI_INTRCT_DOCS,3,Success,,1.241562
AI_INTRCT_INFO,8,Success,,1.760926
AI_INTRCT_OBSERVATION,5,Success,,1.388115
AI_INTRCT_REASON,5,Success,,1.404377
ALERT,16,Success,,2.864637
ALERT_ACTION,5,Success,,1.527971
ALERT_ACTION_DB_KEY,5,Success,,1.410796
ALERT_ACTION_DB_VAL,5,Success,,1.412444
ALERT_CRITERIA,5,Success,,1.414009
ALERT_CRITERIA_DB_KEY,5,Success,,1.430063
ALERT_CRITERIA_DB_VAL,5,Success,,1.447084
ALERT_GENOMIC_INDICATORS,6,Success,,1.536924
ALERT_SPECIMEN_ID,3,Success,,1.231484
ALLERGY,18,Success,,2.738969
ALLERGY_FLAG,6,Success,,1.563832
ALLERGY_REACTIONS,3,Success,,1.333307
ALLOWED_TLH_MODES_LIST,5,Success,,1.401827
ALL_EPISODE_CSN_LINKS,4,Success,,1.355807
ALTERNATIVES,3,Success,,1.253723
ALTERNATIVE_MEDS,29,Success,,11.4956
ALTERNATIVE_PROCS,24,Success,,3.256123
ALT_ALLERGY_REACT,6,Success,,1.511349
ALT_BILL_ADDR,3,Success,,1.236972
ALT_BPA_CHAIN_ID,4,Success,,1.277916
ALT_CLINIC_EFFECT,6,Success,,1.542755
ALT_DRUG_DOSE_RSN,8,Success,,1.670491
ALT_DRUG_DOSE_SIM_ORD,5,Success,,1.38954
ALT_DUPLICATE_LDA_CONTENT,5,Success,,1.400224
ALT_DUPLICATE_LDA_INFO,4,Success,,1.36463
ALT_DUP_SH_PROC,5,Success,,1.386668
ALT_HISTORY,37,Success,,5.467211
ALT_HISTORY_2,28,Success,,4.063771
ALT_HISTORY_3,5,Success,,1.432766
ALT_ORDINFO,13,Success,,2.460135
ALT_ORD_PROV_ADDR,4,Success,,1.37372
ALT_ORD_PROV_CMTS,4,Success,,1.305622
ALT_ORD_PROV_MEDLC,6,Success,,1.50164
ALT_ORD_PROV_SINGL,14,Success,,2.230404
ALT_ORD_VALID_SOURCES,5,Success,,1.377026
ALT_PRC_DIAGNOSES,5,Success,,1.388273
ALT_PYR_SVC_TYP_C,3,Success,,1.293022
AMBU_DROP_ADDR,3,Success,,1.229131
AMBU_PICK_ADDR,3,Success,,1.250304
AMB_COND_CD,3,Success,,1.260532
AMB_YN_COND_CD,3,Success,,1.222888
AMPULLA_OF_VATER,40,Success,,9.542224
ANATOMY_NOADD,5,Success,,1.612445
ANCILLARY_STUDIES,3,Success,,1.4514
ANESTH_SUP_PROC,7,Success,,1.61319
ANTICOAG_AUDIT,10,Success,,2.259864
ANTICOAG_ENC_PAUSE_DATES,7,Success,,1.58941
ANTICOAG_SELF_REGULATING,2,Success,,1.169312
ANTICOAG_TABS,3,Success,,1.296443
ANTICOAG_TRTMNT_DX,3,Success,,1.363964
ANUS_ABDOMIN_RESEC,34,Success,,8.948215
ANUS_EXCISION_BIOP,27,Success,,7.059537
AN_DELETION_AUDIT,6,Success,,1.575389
AN_HGM_RECORD_INFO,3,Success,,1.242677
AN_HSB_CONTEXTS,6,Success,,1.49846
AN_HSB_LINK_AUDIT,7,Success,,1.759383
AN_HSB_LINK_INFO,27,Success,,3.39244
AN_HSB_LINK_PROCS,3,Success,,1.245389
AN_HSB_SIGNOFF,8,Success,,1.706981
AN_IO_MARK_AS_FINAL,7,Success,,1.591948
AN_PAT_MU_PROV,6,Success,,1.512535
AN_RELINK_INFO,6,Success,,1.538556
AN_STAFF,14,Success,,2.241014
AN_STAFF_AUDIT,11,Success,,1.984447
AN_WS_LINK_AUDIT,4,Success,,1.341749
APB_BANK,3,Success,,1.233177
APPEAL_GRV,103,Success,,12.878852
APPEAL_GRV_2,18,Success,,2.806503
APPEAL_GRV_APPEAL_REASONS,3,Success,,1.29096
APPEAL_GRV_AUDIT_TRAIL,4,Success,,1.634375
APPEAL_GRV_LATE_FILE_RSNS,3,Success,,1.353606
APPEAL_GRV_LETTER,33,Success,,5.61774
APPEAL_GRV_LETTER_ADDRESS,4,Success,,1.35808
APPEAL_GRV_LETTER_GEN_HX,10,Success,,2.06957
APPEAL_GRV_MAX_EXTENSION,4,Success,,1.365881
APPEAL_GRV_NOTIF_TAT,13,Success,,2.315801
APPEAL_GRV_OUTCOMES,3,Success,,1.365537
APPEAL_GRV_REC_STAT_HX,7,Success,,1.718874
APPEAL_GRV_REQ_ATTACHMENT,8,Success,,4.812309
APPEAL_GRV_ROOT_CAUSES,3,Success,,1.444385
APPEAL_GRV_TAT_MILESTONES,6,Success,,1.666197
APPEAL_INST_TXT,4,Success,,1.297804
APPENDIX_RESECTION,39,Success,,9.064633
APPT_CSN_COUNTS,5,Success,,1.508003
APPT_LETTER_RECIPIENTS,9,Success,,1.835958
APPT_REQUEST,12,Success,,2.121752
APPT_SELF_CHECKIN_INFO,4,Success,,1.38768
APPT_TKT_ID,3,Success,,1.223767
APP_RECEIPT_STATUS_AUDIT,6,Success,,1.610096
APS_PAYOR_SHEET,3,Success,,1.26393
AP_CASE_TYPES,2,Success,,1.220945
AP_CHECK_ACCT,3,Success,,1.348213
AP_CLAIM,133,Success,,13.22502
AP_CLAIMS_BUNDLE_LEDGER,9,Success,,1.851942
AP_CLAIM_2,66,Success,,7.68654
AP_CLAIM_3,70,Success,,7.809998
AP_CLAIM_4,8,Success,,2.027734
AP_CLAIM_ADDL_ADJ,5,Success,,1.495767
AP_CLAIM_ANSI_DATA,7,Success,,4.056198
AP_CLAIM_ATTACHMENTS,3,Success,,1.232216
AP_CLAIM_AUTH_ASGN,3,Success,,1.390299
AP_CLAIM_AUTH_ASGN_AUTHS,4,Success,,1.360243
AP_CLAIM_AUTH_ASGN_RFLS,4,Success,,1.392214
AP_CLAIM_CDEDIT_HX,10,Success,,1.876988
AP_CLAIM_CHANGE_HX,11,Success,,2.739432
AP_CLAIM_CLIN_FILTER_RSN,3,Success,,1.394575
AP_CLAIM_COMP_CONTRACTS,6,Success,,1.543075
AP_CLAIM_COND_CODE,3,Success,,1.302541
AP_CLAIM_DX,8,Success,,1.871486
AP_CLAIM_ECODES,4,Success,,1.451301
AP_CLAIM_EOB_CD,8,Success,,1.878285
AP_CLAIM_EOB_CD_RS,14,Success,,2.260054
AP_CLAIM_EXPORT_HISTORY,9,Success,,1.975218
AP_CLAIM_HELD_FROM_AP_RSN,3,Success,,1.263378
AP_CLAIM_HLTH_ERR,5,Success,,1.448488
AP_CLAIM_ICD_PROC,6,Success,,1.566441
AP_CLAIM_ICIV_RSN,3,Success,,1.448211
AP_CLAIM_IF_ACE_DX_DISP,4,Success,,1.351976
AP_CLAIM_IF_ACE_DX_ERR,4,Success,,1.580562
AP_CLAIM_IF_ACE_DX_NERR,4,Success,,1.328617
AP_CLAIM_IF_ACE_OP_MAI,4,Success,,1.591826
AP_CLAIM_IF_ADMIT_DX_EDIT,4,Success,,1.340698
AP_CLAIM_IF_ADM_DX_ECODE,4,Success,,1.364989
AP_CLAIM_IF_AE_CCI_CD,4,Success,,1.384078
AP_CLAIM_IF_AE_CCI_CNT,4,Success,,1.380774
AP_CLAIM_IF_AE_ERR_CD,4,Success,,1.319884
AP_CLAIM_IF_AE_FCLP,4,Success,,1.381491
AP_CLAIM_IF_AE_FPC,4,Success,,1.358818
AP_CLAIM_IF_AE_MOD_CD,4,Success,,1.320924
AP_CLAIM_IF_AE_OCE_CD,4,Success,,1.358742
AP_CLAIM_IF_AE_OCE_CNT,4,Success,,1.376707
AP_CLAIM_IF_AE_OCE_IND,4,Success,,1.343192
AP_CLAIM_IF_AE_SCLP,4,Success,,1.393406
AP_CLAIM_IF_AE_SPC,4,Success,,1.331057
AP_CLAIM_IF_AGE_EDIT_IND,4,Success,,1.347849
AP_CLAIM_IF_AGE_SX_DX_FLG,4,Success,,1.355029
AP_CLAIM_IF_ANALYZER,13,Success,,2.342608
AP_CLAIM_IF_BILAT_CD_IND,4,Success,,1.320322
AP_CLAIM_IF_BILTRL_DISCNT,4,Success,,1.35778
AP_CLAIM_IF_CC_MCC_IND,4,Success,,1.386222
AP_CLAIM_IF_CLAIM_EDIT,4,Success,,1.347
AP_CLAIM_IF_CLM_EDIT_DESC,5,Success,,1.418539
AP_CLAIM_IF_CLSD_BPSY_CD,4,Success,,1.49259
AP_CLAIM_IF_CODES,9,Success,,1.800298
AP_CLAIM_IF_DIAL_ADJ_RATE,4,Success,,1.313773
AP_CLAIM_IF_DUP_DX_FLAG,4,Success,,1.387483
AP_CLAIM_IF_DUP_SEC_DX,4,Success,,1.397203
AP_CLAIM_IF_DX_ADMIT_ROM,4,Success,,1.384844
AP_CLAIM_IF_DX_ADMIT_SOI,4,Success,,1.315546
AP_CLAIM_IF_DX_AF_DRG_FLG,4,Success,,1.33562
AP_CLAIM_IF_DX_AF_HAC_DRG,4,Success,,1.347347
AP_CLAIM_IF_DX_AF_HAC_ROM,4,Success,,1.424819
AP_CLAIM_IF_DX_AF_HAC_SOI,4,Success,,1.41099
AP_CLAIM_IF_DX_COMP_IND,4,Success,,1.500867
AP_CLAIM_IF_DX_EDIT,14,Success,,2.284116
AP_CLAIM_IF_DX_EDIT_DESC,5,Success,,1.427431
AP_CLAIM_IF_DX_EXCL_HAC,4,Success,,1.377436
AP_CLAIM_IF_DX_HAC_AJ_ROM,4,Success,,1.361504
AP_CLAIM_IF_DX_HAC_AJ_SOI,4,Success,,1.388805
AP_CLAIM_IF_DX_HAC_ASGN,4,Success,,1.333047
AP_CLAIM_IF_DX_HAC_CAT,9,Success,,1.801759
AP_CLAIM_IF_DX_HAC_IND,4,Success,,1.327783
AP_CLAIM_IF_DX_HAC_ROM_FL,4,Success,,1.303808
AP_CLAIM_IF_DX_HAC_SOI_FL,4,Success,,1.375119
AP_CLAIM_IF_DX_HAC_USAGE,9,Success,,1.896317
AP_CLAIM_IF_DX_INVALID,4,Success,,1.355446
AP_CLAIM_IF_DX_POA_BYPASS,4,Success,,1.378793
AP_CLAIM_IF_DX_POA_ERR_CD,4,Success,,1.349841
AP_CLAIM_IF_DX_POA_USED,4,Success,,1.376682
AP_CLAIM_IF_DX_PSCA,4,Success,,1.359576
AP_CLAIM_IF_DX_SUG_SURG,4,Success,,1.383791
AP_CLAIM_IF_DX_USED,9,Success,,1.791265
AP_CLAIM_IF_DX_USED_DESC,5,Success,,1.474056
AP_CLAIM_IF_DX_USED_HAC,9,Success,,1.847752
AP_CLAIM_IF_FIN_MCC_FLAG,4,Success,,1.318912
AP_CLAIM_IF_GOB3_NARRAY,4,Success,,1.584279
AP_CLAIM_IF_GOB3_ROM,4,Success,,1.330389
AP_CLAIM_IF_GOB3_ROM_IND,4,Success,,1.338454
AP_CLAIM_IF_GOB3_SOI,4,Success,,1.327604
AP_CLAIM_IF_GOB3_SOI_IND,4,Success,,1.368884
AP_CLAIM_IF_GOB4_NARRAY,4,Success,,1.35134
AP_CLAIM_IF_GOB4_ROM_IND,4,Success,,1.340139
AP_CLAIM_IF_GOB4_SOI_IND,4,Success,,1.325609
AP_CLAIM_IF_GRP_APG_CAT,4,Success,,1.334252
AP_CLAIM_IF_GRP_APG_CONS,4,Success,,1.345171
AP_CLAIM_IF_GRP_APG_PACK,4,Success,,1.400663
AP_CLAIM_IF_GRP_APG_TYPE,4,Success,,1.514688
AP_CLAIM_IF_GRP_DX_HAC,5,Success,,1.435564
AP_CLAIM_IF_GRP_LNITM_VIS,4,Success,,1.34027
AP_CLAIM_IF_GRP_PX_HAC,5,Success,,1.481484
AP_CLAIM_IF_GRP_RFV_DXEDD,5,Success,,1.45792
AP_CLAIM_IF_GRP_RFV_DXEDT,5,Success,,1.434744
AP_CLAIM_IF_GRP_RFV_DXUSD,5,Success,,1.455046
AP_CLAIM_IF_GRP_RFV_DXUSE,5,Success,,1.436426
AP_CLAIM_IF_GRP_UNASGN_FL,4,Success,,1.342424
AP_CLAIM_IF_HOSP_ACQ_CNDF,4,Success,,1.405275
AP_CLAIM_IF_HOSP_ACQ_COND,4,Success,,1.330819
AP_CLAIM_IF_INFO,97,Success,,10.06942
AP_CLAIM_IF_INFO_2,95,Success,,9.691045
AP_CLAIM_IF_INFO_3,63,Success,,6.561584
AP_CLAIM_IF_INFO_4,95,Success,,9.492469
AP_CLAIM_IF_INFO_5,55,Success,,5.90724
AP_CLAIM_IF_INFO_MOE,11,Success,,1.986652
AP_CLAIM_IF_INIT_MCC_FLAG,4,Success,,1.31599
AP_CLAIM_IF_INVLD_PX_EDT,4,Success,,1.341091
AP_CLAIM_IF_LNITM_ACT_FLG,4,Success,,1.384437
AP_CLAIM_IF_LN_340B_DSCNT,4,Success,,1.390257
AP_CLAIM_IF_LN_PRVENT_SVC,4,Success,,1.359595
AP_CLAIM_IF_MCE_ERR_CODE,4,Success,,1.310414
AP_CLAIM_IF_MCE_ERR_COUNT,4,Success,,1.362301
AP_CLAIM_IF_MED_SEC_PYR,4,Success,,1.3453
AP_CLAIM_IF_MED_VIS_DXSSF,4,Success,,1.421925
AP_CLAIM_IF_MODALITY_FACT,4,Success,,1.57774
AP_CLAIM_IF_MODALTY_SEP,4,Success,,1.38907
AP_CLAIM_IF_MULT_PX_DSCNT,4,Success,,1.35796
AP_CLAIM_IF_NDC_REIMB_IND,4,Success,,1.366194
AP_CLAIM_IF_NDC_REIMB_SEP,4,Success,,1.324505
AP_CLAIM_IF_NEVER_PAY_FLG,4,Success,,1.375521
AP_CLAIM_IF_NONCVRD_CHGS,4,Success,,1.355333
AP_CLAIM_IF_NON_COVD_EDIT,4,Success,,1.462936
AP_CLAIM_IF_OLD_DIAL_PAY,4,Success,,1.303065
AP_CLAIM_IF_OLD_METHOD_SP,4,Success,,1.330653
AP_CLAIM_IF_ONSET_FACTOR,4,Success,,1.331
AP_CLAIM_IF_ONSET_FACT_SP,4,Success,,1.701118
AP_CLAIM_IF_OPR_ROOM_IND,4,Success,,1.360984
AP_CLAIM_IF_OUT_DX,4,Success,,1.374383
AP_CLAIM_IF_OUT_ECODE,4,Success,,1.335036
AP_CLAIM_IF_OUT_ECODE_POA,4,Success,,1.341223
AP_CLAIM_IF_OUT_ICDPX_DT,4,Success,,1.422537
AP_CLAIM_IF_OUT_NDC,4,Success,,1.399506
AP_CLAIM_IF_OUT_NDC_UNITS,4,Success,,1.387772
AP_CLAIM_IF_OUT_OCC_CODE,4,Success,,1.381243
AP_CLAIM_IF_OUT_OCC_DATE,4,Success,,1.381605
AP_CLAIM_IF_OUT_OCC_SFD,4,Success,,1.374348
AP_CLAIM_IF_OUT_OCC_SPAN,4,Success,,1.504993
AP_CLAIM_IF_OUT_OCC_STD,4,Success,,1.361308
AP_CLAIM_IF_OUT_POA,4,Success,,1.365137
AP_CLAIM_IF_OUT_PX,4,Success,,1.386026
AP_CLAIM_IF_OUT_RFV_DX,4,Success,,1.343425
AP_CLAIM_IF_OUT_SUMM_CODE,4,Success,,1.363812
AP_CLAIM_IF_OUT_SUMM_PRC,4,Success,,1.367665
AP_CLAIM_IF_OUT_SUMM_SVC,4,Success,,1.345832
AP_CLAIM_IF_OUT_SVC_CHRGS,4,Success,,1.337889
AP_CLAIM_IF_OUT_SVC_DATE,4,Success,,1.317857
AP_CLAIM_IF_OUT_SVC_HCPCS,4,Success,,1.384692
AP_CLAIM_IF_OUT_SVC_MODS,4,Success,,1.472669
AP_CLAIM_IF_OUT_SVC_PT,4,Success,,1.342367
AP_CLAIM_IF_OUT_SVC_REV,4,Success,,1.370946
AP_CLAIM_IF_OUT_SVC_TO_DT,4,Success,,1.348239
AP_CLAIM_IF_OUT_SVC_UNITS,4,Success,,1.346534
AP_CLAIM_IF_OUT_VAL_AMT,4,Success,,1.374157
AP_CLAIM_IF_OUT_VAL_CODE,4,Success,,1.384912
AP_CLAIM_IF_PAT_RATE,4,Success,,1.320163
AP_CLAIM_IF_PAT_RATE_SEP,4,Success,,1.353467
AP_CLAIM_IF_PAYMENT_SEP,4,Success,,1.389915
AP_CLAIM_IF_POA_FLG_ERR,4,Success,,1.349319
AP_CLAIM_IF_POB2_METHOD,4,Success,,1.389267
AP_CLAIM_IF_PRC_ADDON_PMT,4,Success,,1.294317
AP_CLAIM_IF_PRC_ADJ_EXTWT,4,Success,,1.350379
AP_CLAIM_IF_PRC_ADJ_FLAG,4,Success,,1.37939
AP_CLAIM_IF_PRC_ADJ_WGHT,4,Success,,1.339729
AP_CLAIM_IF_PRC_AD_DX_EDT,4,Success,,1.3799
AP_CLAIM_IF_PRC_APG_TYPE,4,Success,,1.378668
AP_CLAIM_IF_PRC_ASC_CVRD,4,Success,,1.35857
AP_CLAIM_IF_PRC_EXT_WGHT,4,Success,,1.417429
AP_CLAIM_IF_PRC_PMT_CONS,4,Success,,1.332386
AP_CLAIM_IF_PRC_PMT_MTHD,4,Success,,1.372371
AP_CLAIM_IF_PRC_PMT_PACK,4,Success,,1.428642
AP_CLAIM_IF_PRED_OUTL_MAP,4,Success,,1.329366
AP_CLAIM_IF_PRIN_DX_ERRS,4,Success,,1.397712
AP_CLAIM_IF_PX_AFF_ROM_FL,4,Success,,1.358732
AP_CLAIM_IF_PX_AFF_SOI_FL,4,Success,,1.43501
AP_CLAIM_IF_PX_AF_DRG_FLG,4,Success,,1.327627
AP_CLAIM_IF_PX_AF_HAC_DRG,4,Success,,1.363701
AP_CLAIM_IF_PX_AF_HAC_ROM,4,Success,,1.371347
AP_CLAIM_IF_PX_AF_HAC_SOI,4,Success,,1.374256
AP_CLAIM_IF_PX_EDIT,9,Success,,1.757198
AP_CLAIM_IF_PX_EDIT_DESC,5,Success,,1.414375
AP_CLAIM_IF_PX_EXCL_GRP,4,Success,,1.644004
AP_CLAIM_IF_PX_HAC_ASGN,4,Success,,1.362973
AP_CLAIM_IF_PX_HAC_USE,9,Success,,1.776149
AP_CLAIM_IF_PX_INCONW_LOS,4,Success,,1.427691
AP_CLAIM_IF_PX_OP_RM_FLG,4,Success,,1.450279
AP_CLAIM_IF_PX_SEQ,4,Success,,1.369796
AP_CLAIM_IF_PX_USE,11,Success,,2.023041
AP_CLAIM_IF_PX_USED_DESC,5,Success,,1.424724
AP_CLAIM_IF_PX_USED_HAC,11,Success,,2.045112
AP_CLAIM_IF_QUAL_RED_FACT,4,Success,,1.395382
AP_CLAIM_IF_REPT_ANCLLRY,4,Success,,1.401113
AP_CLAIM_IF_SEC_DX_SEQ,4,Success,,1.375861
AP_CLAIM_IF_SEX_CONFL_EDT,4,Success,,1.369907
AP_CLAIM_IF_STNDALN_FLG,4,Success,,1.363685
AP_CLAIM_IF_SUPPRESS_HAC,4,Success,,1.345244
AP_CLAIM_IF_SVC_ACE_APC,4,Success,,1.370849
AP_CLAIM_IF_SVC_ACE_BMF,4,Success,,1.331669
AP_CLAIM_IF_SVC_ACE_CLN,4,Success,,1.406564
AP_CLAIM_IF_SVC_ACE_CMHCI,4,Success,,1.33224
AP_CLAIM_IF_SVC_ACE_DISC,4,Success,,1.409616
AP_CLAIM_IF_SVC_ACE_HPD,4,Success,,1.365536
AP_CLAIM_IF_SVC_ACE_MAXUN,4,Success,,1.385869
AP_CLAIM_IF_SVC_ACE_NO,4,Success,,1.3972
AP_CLAIM_IF_SVC_ACE_PAYUN,4,Success,,1.36642
AP_CLAIM_IF_SVC_ACE_PF,4,Success,,1.413798
AP_CLAIM_IF_SVC_ACE_PMTST,4,Success,,1.390998
AP_CLAIM_IF_SVC_ACE_PVI,4,Success,,1.499981
AP_CLAIM_IF_SVC_ACE_PXERR,4,Success,,1.341877
AP_CLAIM_IF_SVC_EAPG_PMT,4,Success,,1.339772
AP_CLAIM_IF_SVC_FIN_HCPCS,4,Success,,1.369605
AP_CLAIM_IF_SVC_F_EAPG,4,Success,,1.34771
AP_CLAIM_IF_SVC_F_EAPG_CT,4,Success,,1.346581
AP_CLAIM_IF_SVC_F_EAPG_TY,4,Success,,1.440596
AP_CLAIM_IF_SVC_F_EAPG_WT,4,Success,,1.362594
AP_CLAIM_IF_SVC_GOB5_APG,4,Success,,1.329546
AP_CLAIM_IF_SVC_GRP_ACUIT,5,Success,,1.451535
AP_CLAIM_IF_SVC_GRP_AGDSC,5,Success,,1.464352
AP_CLAIM_IF_SVC_GRP_AGEDT,5,Success,,1.402669
AP_CLAIM_IF_SVC_GRP_APC,4,Success,,1.319316
AP_CLAIM_IF_SVC_GRP_APG,4,Success,,1.361458
AP_CLAIM_IF_SVC_GRP_CIND,4,Success,,1.390872
AP_CLAIM_IF_SVC_GRP_CLNPX,5,Success,,1.584255
AP_CLAIM_IF_SVC_GRP_DTFLG,5,Success,,1.409485
AP_CLAIM_IF_SVC_GRP_FEAPG,5,Success,,1.407625
AP_CLAIM_IF_SVC_GRP_HIPPS,4,Success,,1.381793
AP_CLAIM_IF_SVC_GRP_MOD1,5,Success,,1.431826
AP_CLAIM_IF_SVC_GRP_MOD1D,5,Success,,1.793655
AP_CLAIM_IF_SVC_GRP_MOD2,5,Success,,1.457747
AP_CLAIM_IF_SVC_GRP_MOD2D,5,Success,,1.426653
AP_CLAIM_IF_SVC_GRP_MOD3,5,Success,,1.418541
AP_CLAIM_IF_SVC_GRP_MOD3D,5,Success,,1.459778
AP_CLAIM_IF_SVC_GRP_MOD4,5,Success,,1.417957
AP_CLAIM_IF_SVC_GRP_MOD4D,5,Success,,1.426164
AP_CLAIM_IF_SVC_GRP_MOD5,5,Success,,1.409321
AP_CLAIM_IF_SVC_GRP_MOD5D,5,Success,,1.403426
AP_CLAIM_IF_SVC_GRP_MODJW,5,Success,,1.406341
AP_CLAIM_IF_SVC_GRP_PIND,4,Success,,1.317317
AP_CLAIM_IF_SVC_GRP_PKGDF,5,Success,,1.813438
AP_CLAIM_IF_SVC_GRP_PMTST,4,Success,,1.366787
AP_CLAIM_IF_SVC_GRP_PXED,5,Success,,1.406072
AP_CLAIM_IF_SVC_GRP_PXEDD,5,Success,,1.5508
AP_CLAIM_IF_SVC_GRP_PXER,4,Success,,1.299303
